,Epoch,train_loss,train_triplet_loss,train_mae_loss,val_rmse,test_rmse,train_rmse,n_triplets,n_pos_triplets
65,66,0.344313286057225,4.514184432912756,0.344313286057225,0.8093570470809937,0.7447159886360168,0.5670263171195984,405510,162460
66,67,0.3601909301016066,4.507358261390968,0.3601909301016066,0.7360265851020813,0.6763414740562439,0.4575014114379883,408866,159975
67,68,0.3455594132564686,4.554415179711801,0.3455594132564686,0.7634100317955017,0.7288854122161865,0.5139718651771545,406073,163582
68,69,0.3086212080054813,4.479013703664144,0.3086212080054813,0.7493698000907898,0.6986023187637329,0.4920855164527893,406956,163086
69,70,0.3127961498278159,4.488128304658113,0.3127961498278159,0.7535869479179382,0.6878243684768677,0.4555138945579529,407146,159660
70,71,0.322422715028127,4.437079227235582,0.322422715028127,0.7521477937698364,0.6747076511383057,0.41711950302124023,406739,161964
71,72,0.31668075724884315,4.405016057049787,0.31668075724884315,0.7220651507377625,0.6871350407600403,0.42644116282463074,407298,161667
72,73,0.3191164113857128,4.639413196422436,0.3191164113857128,0.7326709628105164,0.7101852893829346,0.4413948357105255,405200,160591
73,74,0.31224727206759983,4.834110640066641,0.31224727206759983,0.744831383228302,0.6968913078308105,0.4527941048145294,406768,167542
74,75,0.31137589123513965,4.632880584575512,0.31137589123513965,0.742696225643158,0.6716562509536743,0.45196110010147095,405664,159874
75,76,0.3164676746615657,4.801253340685809,0.3164676746615657,0.7225229740142822,0.6600953936576843,0.40762633085250854,406375,166311
76,77,0.2970691715787958,4.642053372418439,0.2970691715787958,0.7370027303695679,0.6673727035522461,0.434110164642334,406653,161080
77,78,0.3279181475992556,5.199667910823115,0.3279181475992556,0.7374546527862549,0.6902990341186523,0.42689478397369385,405951,168068
78,79,0.3204929523556321,4.54581720634743,0.3204929523556321,0.7330412268638611,0.7081559896469116,0.43302011489868164,407544,161847
79,80,0.30845782531632315,4.62416708416409,0.30845782531632315,0.7347545027732849,0.7041139602661133,0.4365275800228119,405898,162787
80,81,0.2978847701019711,4.423610766375506,0.2978847701019711,0.7228301167488098,0.6633407473564148,0.42523160576820374,406825,160104
81,82,0.32268532205511025,4.653675187428792,0.32268532205511025,0.7337689995765686,0.6566897034645081,0.4026212990283966,407308,164446
82,83,0.29053153152819033,4.324759570934154,0.29053153152819033,0.7415839433670044,0.7011812329292297,0.4183495044708252,408453,159905
83,84,0.3183032362990909,4.670213384981508,0.3183032362990909,0.8186682462692261,0.7666181325912476,0.5441844463348389,403434,161158
84,85,0.3052739750014411,4.7194712048989755,0.3052739750014411,0.750215470790863,0.7035641670227051,0.4373018145561218,407262,164800
85,86,0.30178130591357194,4.738430692884657,0.30178130591357194,0.7551220059394836,0.7204505801200867,0.4410708546638489,407176,164105
86,87,0.3029496778382195,4.635533137851291,0.3029496778382195,0.7422074675559998,0.6773579716682434,0.4067569375038147,405650,163962
87,88,0.30479744880287735,4.580419228871663,0.30479744880287735,0.7221717238426208,0.6726763844490051,0.39696478843688965,407373,164330
88,89,0.29225659087852196,4.55397798926742,0.29225659087852196,0.7271836400032043,0.6867732405662537,0.41181838512420654,405688,165001
89,90,0.2887347430653042,4.727697390803584,0.2887347430653042,0.7203356027603149,0.6663890480995178,0.40170201659202576,407807,164326
90,91,0.2901928593494274,4.684507518697668,0.2901928593494274,0.763427197933197,0.6936458945274353,0.4376526176929474,406661,167418
91,92,0.3093726379783065,4.445034328743263,0.3093726379783065,0.843000054359436,0.804077684879303,0.5492549538612366,407167,162391
92,93,0.2903607635144834,4.384872745937772,0.2903607635144834,0.754393458366394,0.6842565536499023,0.39533641934394836,406419,163065
93,94,0.3115068229922542,4.544295848563865,0.3115068229922542,0.706527054309845,0.6890209913253784,0.3682020306587219,407664,162916
94,95,0.28940586527188616,4.507668194240994,0.28940586527188616,0.7128698229789734,0.718123733997345,0.39987999200820923,404628,163653
95,96,0.31406898551517065,4.466476831082945,0.31406898551517065,0.7607885599136353,0.7007724642753601,0.43141692876815796,407473,166471
96,97,0.31954391492737666,4.467387830239755,0.31954391492737666,0.7389194369316101,0.7080715298652649,0.40373194217681885,407221,163581
97,98,0.3305795200665792,4.467943459969979,0.3305795200665792,0.7703683376312256,0.723555862903595,0.4229174256324768,403587,162185
98,99,0.321586764521069,4.60507228144893,0.321586764521069,0.7506994605064392,0.6936465501785278,0.42119863629341125,408726,165079
99,100,0.28808669748129667,4.821558571921455,0.28808669748129667,0.7929435968399048,0.7465057373046875,0.44687777757644653,406961,166550
100,101,0.3092957535054949,4.636656947665744,0.3092957535054949,0.7442684173583984,0.6780689358711243,0.3887846767902374,406837,168425
101,102,0.3501827402909597,4.633685650648894,0.3501827402909597,0.7977674007415771,0.7205104231834412,0.517722487449646,406472,164186
102,103,0.3638378206888835,4.900535244411892,0.3638378206888835,0.8012287020683289,0.77464759349823,0.5029598474502563,406327,164028
103,104,0.36857665176744814,4.523248493759721,0.36857665176744814,0.8533242344856262,0.7786515951156616,0.5512531399726868,408172,161370
104,105,0.3337784089865508,4.7821898601673265,0.3337784089865508,0.7511885166168213,0.7213336229324341,0.4092414379119873,406233,164023
105,106,0.31113959356590554,4.478332638917146,0.31113959356590554,0.7383135557174683,0.708763837814331,0.4606863558292389,406820,163401
106,107,0.2910053592699545,4.3610784961559155,0.2910053592699545,0.7535708546638489,0.6876515746116638,0.403300017118454,406155,160388
107,108,0.2753845870274085,4.746905142113015,0.2753845870274085,0.7535765171051025,0.6512050032615662,0.3687802851200104,406531,167775
108,109,0.2612832556168238,4.574834524084021,0.2612832556168238,0.7229905724525452,0.6871876120567322,0.36799487471580505,404987,163657
109,110,0.2671360169075154,4.482750649628816,0.2671360169075154,0.7517382502555847,0.6814672350883484,0.3631932735443115,407205,167732
110,111,0.2775676224408326,4.477434136426007,0.2775676224408326,0.7372722625732422,0.6864972710609436,0.371412456035614,406463,160991
111,112,0.26975450860129463,4.693817936932599,0.26975450860129463,0.7247678637504578,0.6820906400680542,0.35055360198020935,406965,167595
112,113,0.2515047475805989,4.5681148755108865,0.2515047475805989,0.7523719072341919,0.6942319869995117,0.3558327555656433,405238,166511
113,114,0.27707059025764463,4.682511604450367,0.27707059025764463,0.7239144444465637,0.6888803243637085,0.35210731625556946,406942,167056
114,115,0.23187681123062417,4.540427978303697,0.23187681123062417,0.7399377226829529,0.677294909954071,0.3489626348018646,406267,162963
115,116,0.2589165587778445,4.492616293871844,0.2589165587778445,0.7177324295043945,0.6824013590812683,0.3426549434661865,406803,162638
116,117,0.2569089213565544,4.637735647978606,0.2569089213565544,0.7439789772033691,0.6781162023544312,0.381538987159729,402890,165620
117,118,0.2580770189673812,4.6327255715264215,0.2580770189673812,0.7298074960708618,0.6750997304916382,0.33613407611846924,405585,167946
118,119,0.2747165114349789,4.759990391907869,0.2747165114349789,0.7758727073669434,0.7356014847755432,0.4264222979545593,407116,166639
119,120,0.29667780646571407,4.812593185989945,0.29667780646571407,0.7549983859062195,0.7083707451820374,0.39929142594337463,406823,169702
120,121,0.26836360026288913,4.711222736923783,0.26836360026288913,0.7468565702438354,0.7144157290458679,0.3836124837398529,408033,166357
121,122,0.2538296503049356,4.589807417834247,0.2538296503049356,0.7348282933235168,0.6875678896903992,0.36708328127861023,405968,165619
122,123,0.2748234352800581,4.684215508920175,0.2748234352800581,0.7342202663421631,0.6811841726303101,0.34145787358283997,404870,161965
123,124,0.2701576041292261,4.868033266420718,0.2701576041292261,0.7320113182067871,0.6841815114021301,0.3397284150123596,407353,170578
124,125,0.2467860237757365,4.98789752041852,0.2467860237757365,0.7125203609466553,0.6526793241500854,0.36229488253593445,405127,168408
125,126,0.2612007843123542,4.940438489560727,0.2612007843123542,0.7155157327651978,0.6874772906303406,0.3371638059616089,406543,166096
126,127,0.27103592497331125,5.014339415585553,0.27103592497331125,0.7646141648292542,0.7328569889068604,0.3840772211551666,406618,171203
127,128,0.2710823833500897,4.519673580946746,0.2710823833500897,0.7507432699203491,0.6916152238845825,0.3991412818431854,406131,166289
128,129,0.30159095647158446,4.843495349884034,0.30159095647158446,0.858959436416626,0.8429863452911377,0.5744222402572632,406741,169203
129,130,0.27082736169850385,4.64609803588302,0.27082736169850385,0.7275334000587463,0.693022608757019,0.3563483953475952,407314,169082
130,131,0.25407222902333293,4.660464941660563,0.25407222902333293,0.7434462308883667,0.7061484456062317,0.3903334438800812,407701,165561
131,132,0.2534218790354552,4.6239941286157675,0.2534218790354552,0.7318096160888672,0.7064473628997803,0.3635560870170593,406162,165366
132,133,0.24872280840520505,4.766072093822338,0.24872280840520505,0.7318308353424072,0.6832579374313354,0.347360759973526,406787,171418
133,134,0.2411942371174141,4.376874859421341,0.2411942371174141,0.7377306222915649,0.685022234916687,0.3939029574394226,407351,163255
134,135,0.27875327494409347,4.5419593856952805,0.27875327494409347,0.7378180027008057,0.6855615377426147,0.34306639432907104,406857,169256
135,136,0.24909291938499167,4.090741088302047,0.24909291938499167,0.7564408183097839,0.7358844876289368,0.3926125168800354,407757,165251
136,137,0.2591310534433082,4.3640362570020885,0.2591310534433082,0.7540126442909241,0.7122488617897034,0.3830678164958954,407542,164755
137,138,0.2427076556947496,4.44880663200661,0.2427076556947496,0.7211905121803284,0.6651211977005005,0.3195573687553406,407237,163221
138,139,0.23453421283651282,4.456958433080603,0.23453421283651282,0.7686437964439392,0.6793369650840759,0.3575269281864166,408118,168582
139,140,0.2513439770098086,4.417653788107413,0.2513439770098086,0.7353185415267944,0.7094624638557434,0.3390178680419922,406940,164930
140,141,0.2481618716319402,4.89367344043873,0.2481618716319402,0.7443978786468506,0.6790170669555664,0.3222971260547638,406920,172178
141,142,0.21962025584997955,4.5113443254541465,0.21962025584997955,0.7210883498191833,0.7008468508720398,0.3261313736438751,407011,166493
142,143,0.23232574502627054,4.673290648990207,0.23232574502627054,0.7474297881126404,0.744256317615509,0.3987257182598114,405922,167217
143,144,0.231141333160577,4.573834092175519,0.231141333160577,0.7612007260322571,0.7207675576210022,0.376486212015152,405430,167146
144,145,0.22238827025448835,4.670531380264848,0.22238827025448835,0.7321932911872864,0.708328366279602,0.316031277179718,404709,166682
145,146,0.23910950916784782,4.538628887600369,0.23910950916784782,0.7511888146400452,0.7064690589904785,0.37264201045036316,405525,168966
146,147,0.24680643086080198,4.412411624060737,0.24680643086080198,0.7313424944877625,0.691024899482727,0.35238009691238403,407818,163965
147,148,0.29868836363156637,4.833460303412544,0.29868836363156637,0.7962926626205444,0.7841084003448486,0.45470157265663147,406388,170219
148,149,0.31918380207485625,4.561739978790283,0.31918380207485625,0.7421097159385681,0.7043226361274719,0.3681231439113617,407258,166655
149,150,0.269380096439962,4.557457745163529,0.269380096439962,0.807328462600708,0.7550191879272461,0.4108924865722656,405547,166229
150,151,0.22873500181568993,4.53140143359149,0.22873500181568993,0.7224749326705933,0.6830941438674927,0.303950697183609,406287,167005
151,152,0.22561566714887266,4.431858853234185,0.22561566714887266,0.7324824929237366,0.6944367289543152,0.3138352334499359,405521,167761
152,153,0.21000569930783025,4.3715618066434505,0.21000569930783025,0.718437910079956,0.6850619912147522,0.2891506552696228,406564,166018
153,154,0.21594476050800748,4.468539870226825,0.21594476050800748,0.7282523512840271,0.6833531856536865,0.3329509496688843,406410,165411
154,155,0.2229849049559346,4.564568707501447,0.2229849049559346,0.7397470474243164,0.699369490146637,0.33283835649490356,405769,164724
155,156,0.21838695954393458,4.430400346120199,0.21838695954393458,0.755221962928772,0.6904812455177307,0.29949042201042175,406581,165835
156,157,0.2206491779618793,4.544677258950693,0.2206491779618793,0.7842304706573486,0.7282447814941406,0.4411602020263672,406647,166028
157,158,0.2572157664210708,4.5131247481593375,0.2572157664210708,0.7155358791351318,0.6829313635826111,0.298240065574646,406778,167086
158,159,0.24994554894941826,4.680695109190764,0.24994554894941826,0.8024201393127441,0.7625945806503296,0.43647998571395874,406149,167862
159,160,0.2977233455799244,4.607563147015042,0.2977233455799244,0.7902140021324158,0.7218537926673889,0.4334568381309509,403276,167665
160,161,0.3071909972473427,5.049553642272949,0.3071909972473427,0.8251404166221619,0.7724263072013855,0.46674108505249023,407494,175401
161,162,0.29163230454480205,4.58078254558422,0.29163230454480205,0.7186092138290405,0.6713994145393372,0.3049503564834595,406106,163138
162,163,0.24768102263962782,4.622045541692663,0.24768102263962782,0.7356852889060974,0.6750348210334778,0.2940603792667389,405694,166847
163,164,0.21939413362079196,4.4856422502023205,0.21939413362079196,0.7409680485725403,0.6942339539527893,0.3424549400806427,407512,166335
164,165,0.26158965830449704,4.356554633246528,0.26158965830449704,0.7377787828445435,0.7007918953895569,0.325265496969223,405721,164516
165,166,0.24198851424234885,4.37133802625868,0.24198851424234885,0.7823446393013,0.7783118486404419,0.43280404806137085,405694,164148
166,167,0.28544404868726375,4.378526573181152,0.28544404868726375,0.7243675589561462,0.6453809142112732,0.3290017247200012,406478,162694
167,168,0.2650989505758992,4.694628895300406,0.2650989505758992,0.7690550088882446,0.7299013137817383,0.38129913806915283,407307,167429
168,169,0.25509851040663545,4.568201708617034,0.25509851040663545,0.7199123501777649,0.682687520980835,0.30484914779663086,406890,167642
169,170,0.20089075534432022,4.507068848080105,0.20089075534432022,0.708439826965332,0.6835241913795471,0.28964391350746155,405440,167875
170,171,0.21932216631041632,4.774208797878689,0.21932216631041632,0.7277089357376099,0.6873391270637512,0.27177590131759644,405888,169321
171,172,0.2074374426073498,4.401027056376139,0.2074374426073498,0.7401259541511536,0.690161406993866,0.27921876311302185,407900,166996
172,173,0.22750473161538443,4.338808297757749,0.22750473161538443,0.7173621654510498,0.6770414710044861,0.29852718114852905,407300,165535
173,174,0.20077973741072194,4.216105536708126,0.20077973741072194,0.7092357873916626,0.6815544366836548,0.2799626588821411,407543,165935
174,175,0.20960906015502082,4.307509144677057,0.20960906015502082,0.7299004197120667,0.703561007976532,0.334526926279068,406491,167236
175,176,0.20410476991423854,4.229858095380995,0.20410476991423854,0.7184680700302124,0.6877996921539307,0.2945551872253418,405584,163111
176,177,0.22997095536302636,4.545732605545609,0.22997095536302636,0.7678414583206177,0.7550908923149109,0.3849063217639923,407636,170631
177,178,0.2602422406938341,4.336961039790401,0.2602422406938341,0.7308905720710754,0.6997900605201721,0.2744184136390686,406372,164725
178,179,0.21905137335812605,4.585040859646267,0.21905137335812605,0.7341458201408386,0.6890910267829895,0.26275503635406494,403493,167554
179,180,0.2092531294292874,4.438384927113851,0.2092531294292874,0.7330166697502136,0.673105001449585,0.2626207172870636,406927,167654
180,181,0.23141075946666576,4.584934599841082,0.23141075946666576,0.7592553496360779,0.6984176635742188,0.32028138637542725,404156,167318
181,182,0.21141473790009815,4.4108785163031685,0.21141473790009815,0.7233559489250183,0.6855365037918091,0.30087822675704956,405843,168030
182,183,0.2425121850879104,4.624308365715875,0.2425121850879104,0.7210637331008911,0.700282096862793,0.282059907913208,408550,173165
183,184,0.22368840979205237,4.37054874420166,0.22368840979205237,0.7381249070167542,0.6970230340957642,0.3176546096801758,407313,165771
184,185,0.19959844609101612,4.4946802273503055,0.19959844609101612,0.7334018349647522,0.7062380909919739,0.2921537756919861,407169,167764
185,186,0.2272312872056608,4.3429519557952885,0.2272312872056608,0.7336916327476501,0.6772012710571289,0.27673664689064026,404617,163285
186,187,0.2128297550369192,4.608742189760561,0.2128297550369192,0.7304123640060425,0.6786588430404663,0.2755848467350006,406814,173701
187,188,0.18511062452086696,4.291674157601816,0.18511062452086696,0.7250353693962097,0.6930197477340698,0.279479444026947,406274,166556
188,189,0.1933147590248673,4.411896053596779,0.1933147590248673,0.7293792366981506,0.7002729773521423,0.26419398188591003,407538,169551
189,190,0.20543214323344053,4.304931954984312,0.20543214323344053,0.7308972477912903,0.6940699815750122,0.263831228017807,407026,166496
190,191,0.2326350321593108,4.169995109063608,0.2326350321593108,0.7327880263328552,0.696523129940033,0.29813528060913086,407277,168347
191,192,0.21440784061396564,4.226527368051034,0.21440784061396564,0.7338978052139282,0.6646037697792053,0.24850887060165405,406925,168599
192,193,0.19375295047406796,4.123681013319228,0.19375295047406796,0.7417892813682556,0.6834336519241333,0.2509500980377197,407650,165037
193,194,0.1754011089713485,4.3104467635684545,0.1754011089713485,0.7284284830093384,0.6809125542640686,0.25697821378707886,406178,169298
194,195,0.20777171929677327,4.280928645663791,0.20777171929677327,0.7662352919578552,0.7200691103935242,0.3290621340274811,403723,165572
195,196,0.20426443801985847,4.553883841479266,0.20426443801985847,0.7472676634788513,0.6981809139251709,0.30531081557273865,407081,173144
196,197,0.21328852779335447,4.428413183424208,0.21328852779335447,0.7364416718482971,0.7127139568328857,0.29719278216362,405369,168567
197,198,0.2375468557190012,4.388955732628151,0.2375468557190012,0.709511935710907,0.6950016617774963,0.27775123715400696,407156,172338
198,199,0.2073446140465913,4.384647854699029,0.2073446140465913,0.7607985734939575,0.6660134792327881,0.27651000022888184,405697,168668
199,200,0.1929236591966064,4.389670214476409,0.1929236591966064,0.7523755431175232,0.700025737285614,0.2700957953929901,408009,168928
200,201,0.1896273898857611,4.23260559823778,0.1896273898857611,0.7517334222793579,0.6877968907356262,0.28772369027137756,406484,167449
201,202,0.19907069705150746,4.505917575977467,0.19907069705150746,0.742281973361969,0.6815125346183777,0.2679165005683899,406910,173640
202,203,0.17352146978731509,4.223326021123816,0.17352146978731509,0.7485684156417847,0.6817371249198914,0.25069984793663025,405755,168354
203,204,0.18660467673231054,4.195578407005027,0.18660467673231054,0.7399631142616272,0.6956824660301208,0.2610437273979187,406812,168122
204,205,0.20100600829830875,4.101158456449156,0.20100600829830875,0.7685044407844543,0.7140713930130005,0.35695958137512207,405572,165035
205,206,0.1964276304068389,4.167857433601662,0.1964276304068389,0.7194198966026306,0.6835587024688721,0.27579954266548157,404841,166520
206,207,0.19697977476649814,4.4178217435766145,0.19697977476649814,0.7572633624076843,0.6939719915390015,0.29378825426101685,407547,171974
207,208,0.18662133671619274,4.1785332997639975,0.18662133671619274,0.7211941480636597,0.6784915924072266,0.2605085074901581,405732,165332
208,209,0.20620950389791418,4.260930563608805,0.20620950389791418,0.7348580360412598,0.7054930925369263,0.28237050771713257,405234,167368
209,210,0.20199331978956858,4.340863737883391,0.20199331978956858,0.7304276823997498,0.6673996448516846,0.24605567753314972,405927,168593
210,211,0.17429172069938095,4.398773712228846,0.17429172069938095,0.7889515161514282,0.7527436017990112,0.41031140089035034,408590,170678
211,212,0.18854570942896384,4.42871860716078,0.18854570942896384,0.756192684173584,0.7138702273368835,0.27819809317588806,408258,168280
212,213,0.21818204477981284,4.465275633070204,0.21818204477981284,0.740922749042511,0.6880264282226562,0.2542858123779297,405490,170479
213,214,0.20937378185766714,4.311709426597313,0.20937378185766714,0.7632313966751099,0.7030807733535767,0.3106328845024109,406801,166669
214,215,0.20190645615259806,4.48503390206231,0.20190645615259806,0.7354795336723328,0.6957786083221436,0.23855453729629517,405549,172884
215,216,0.18407069250389382,4.444664217631022,0.18407069250389382,0.7521814107894897,0.7315083146095276,0.30939987301826477,405746,170710
216,217,0.1973225302166409,4.546163312417489,0.1973225302166409,0.7407844662666321,0.6984323859214783,0.2836127281188965,405876,169954
217,218,0.176524518750332,4.452622285065828,0.176524518750332,0.7246846556663513,0.6849080324172974,0.230045884847641,405555,168376
218,219,0.19688880646670306,4.507178412543403,0.19688880646670306,0.7238132357597351,0.6972264051437378,0.2378777414560318,406967,170742
219,220,0.19591361858226636,4.340167002501311,0.19591361858226636,0.753244161605835,0.7023205757141113,0.2968895435333252,407470,166083
220,221,0.1933658672924395,4.458734722137451,0.1933658672924395,0.7377002835273743,0.7069507241249084,0.24112285673618317,407824,170908
